,movie,year,imdb,metascore,votes,genre
2890,Non-Stop,(2014),7.0,,229703,"Action, Mystery, Thriller"
2891,Noah,(2014),5.8,68.0,224387,"Action, Adventure, Drama"
2892,Predestination,(I) (2014),7.5,69.0,218559,"Drama, Mystery, Sci-Fi"
2893,RoboCop,(2014),6.2,,202398,"Action, Crime, Sci-Fi"
2894,Transcendence,(I) (2014),6.3,,200784,"Drama, Mystery, Romance"
2895,Teenage Mutant Ninja Turtles,(2014),5.8,,189729,"Action, Adventure, Comedy"
2896,Gotham,(2014– ),7.9,,185038,"Action, Crime, Drama"
2897,It Follows,(2014),6.8,83.0,174422,"Horror, Mystery"
2898,Chef,(2014),7.3,68.0,169156,"Adventure, Comedy, Drama"
2899,The 100,(2014– ),7.8,,165918,"Drama, Mystery, Sci-Fi"
2900,Interstellar,(2014),8.6,74.0,1241643,"Adventure, Drama, Sci-Fi"
2901,Guardians of the Galaxy,(2014),8.1,76.0,895973,"Action, Adventure, Comedy"
2902,Gone Girl,(2014),8.1,79.0,734146,"Crime, Drama, Mystery"
2903,Captain America: The Winter Soldier,(2014),7.8,70.0,628597,"Action, Adventure, Sci-Fi"
2904,The Grand Budapest Hotel,(2014),8.1,88.0,613435,"Adventure, Comedy, Drama"
2905,X-Men: Days of Future Past,(2014),8.0,75.0,602685,"Action, Adventure, Sci-Fi"
2906,The Imitation Game,(2014),8.0,73.0,597669,"Biography, Drama, Thriller"
2907,Whiplash,(2014),8.5,88.0,587264,"Drama, Music"
2908,Edge of Tomorrow,(2014),7.9,71.0,530495,"Action, Sci-Fi"
2909,Kingsman: The Secret Service,(2014),7.7,,528042,"Action, Adventure, Comedy"
2910,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,88.0,500866,"Comedy, Drama"
2911,The Hobbit: The Battle of the Five Armies,(2014),7.4,,427252,"Adventure, Fantasy"
2912,True Detective,(2014– ),9.0,,418093,"Crime, Drama, Mystery"
2913,John Wick,(2014),7.3,68.0,409810,"Action, Crime, Thriller"
2914,Ex Machina,(2014),7.7,78.0,407026,"Drama, Mystery, Sci-Fi"
2915,Lucy,(I) (2014),6.4,61.0,391916,"Action, Sci-Fi, Thriller"
2916,Divergent,(2014),6.7,,391566,"Action, Adventure, Mystery"
2917,American Sniper,(2014),7.3,72.0,390542,"Action, Biography, Drama"
2918,Nightcrawler,(2014),7.9,76.0,388722,"Crime, Drama, Thriller"
2919,Dawn of the Planet of the Apes,(2014),7.6,79.0,381915,"Action, Adventure, Drama"
2920,The Amazing Spider-Man 2,(2014),6.6,,377695,"Action, Adventure, Sci-Fi"
2921,The Maze Runner,(2014),6.8,,377260,"Action, Mystery, Sci-Fi"
2922,Fury,(2014),7.6,64.0,370719,"Action, Drama, War"
2923,The Hunger Games: Mockingjay - Part 1,(2014),6.7,64.0,368136,"Action, Adventure, Sci-Fi"
2924,Big Hero 6,(2014),7.8,74.0,354430,"Animation, Action, Adventure"
2925,The Theory of Everything,(2014),7.7,72.0,346507,"Biography, Drama, Romance"
2926,Godzilla,(2014),6.4,62.0,339876,"Action, Adventure, Sci-Fi"
2927,22 Jump Street,(2014),7.0,71.0,311098,"Action, Comedy, Crime"
2928,Boyhood,(I) (2014),7.9,100.0,310197,Drama
2929,The Fault in Our Stars,(2014),7.7,69.0,305686,"Drama, Romance"
2930,Maleficent,(2014),7.0,,296622,"Action, Adventure, Family"
2931,The Lego Movie,(2014),7.8,83.0,293078,"Animation, Action, Adventure"
2932,The Equalizer,(2014),7.2,,290190,"Action, Crime, Thriller"
2933,The Interview,(II) (2014),6.6,,280963,Comedy
2934,Transformers: Age of Extinction,(2014),5.7,,277793,"Action, Adventure, Sci-Fi"
2935,The Flash,(2014– ),7.9,,264358,"Action, Adventure, Drama"
2936,How to Train Your Dragon 2,(2014),7.8,76.0,262743,"Animation, Action, Adventure"
2937,Neighbors,(I) (2014),6.3,68.0,259479,Comedy
2938,Fargo,(2014– ),9.0,,258230,"Crime, Drama, Thriller"
2939,300: Rise of an Empire,(2014),6.2,,257122,"Action, Fantasy, War"
2940,Non-Stop,(2014),7.0,,229703,"Action, Mystery, Thriller"
2941,Noah,(2014),5.8,68.0,224387,"Action, Adventure, Drama"
2942,Predestination,(I) (2014),7.5,69.0,218559,"Drama, Mystery, Sci-Fi"
2943,RoboCop,(2014),6.2,,202398,"Action, Crime, Sci-Fi"
2944,Transcendence,(I) (2014),6.3,,200784,"Drama, Mystery, Romance"
2945,Teenage Mutant Ninja Turtles,(2014),5.8,,189729,"Action, Adventure, Comedy"
2946,Gotham,(2014– ),7.9,,185038,"Action, Crime, Drama"
2947,It Follows,(2014),6.8,83.0,174422,"Horror, Mystery"
2948,Chef,(2014),7.3,68.0,169156,"Adventure, Comedy, Drama"
2949,The 100,(2014– ),7.8,,165918,"Drama, Mystery, Sci-Fi"
2950,Interstellar,(2014),8.6,74.0,1241643,"Adventure, Drama, Sci-Fi"
2951,Guardians of the Galaxy,(2014),8.1,76.0,895973,"Action, Adventure, Comedy"
2952,Gone Girl,(2014),8.1,79.0,734146,"Crime, Drama, Mystery"
2953,Captain America: The Winter Soldier,(2014),7.8,70.0,628597,"Action, Adventure, Sci-Fi"
2954,The Grand Budapest Hotel,(2014),8.1,88.0,613435,"Adventure, Comedy, Drama"
2955,X-Men: Days of Future Past,(2014),8.0,75.0,602685,"Action, Adventure, Sci-Fi"
2956,The Imitation Game,(2014),8.0,73.0,597669,"Biography, Drama, Thriller"
2957,Whiplash,(2014),8.5,88.0,587264,"Drama, Music"
2958,Edge of Tomorrow,(2014),7.9,71.0,530495,"Action, Sci-Fi"
2959,Kingsman: The Secret Service,(2014),7.7,,528042,"Action, Adventure, Comedy"
2960,Birdman or (The Unexpected Virtue of Ignorance),(2014),7.7,88.0,500866,"Comedy, Drama"
2961,The Hobbit: The Battle of the Five Armies,(2014),7.4,,427252,"Adventure, Fantasy"
2962,True Detective,(2014– ),9.0,,418093,"Crime, Drama, Mystery"
2963,John Wick,(2014),7.3,68.0,409810,"Action, Crime, Thriller"
2964,Ex Machina,(2014),7.7,78.0,407026,"Drama, Mystery, Sci-Fi"
2965,Lucy,(I) (2014),6.4,61.0,391916,"Action, Sci-Fi, Thriller"
2966,Divergent,(2014),6.7,,391566,"Action, Adventure, Mystery"
2967,American Sniper,(2014),7.3,72.0,390542,"Action, Biography, Drama"
2968,Nightcrawler,(2014),7.9,76.0,388722,"Crime, Drama, Thriller"
2969,Dawn of the Planet of the Apes,(2014),7.6,79.0,381915,"Action, Adventure, Drama"
2970,The Amazing Spider-Man 2,(2014),6.6,,377695,"Action, Adventure, Sci-Fi"
2971,The Maze Runner,(2014),6.8,,377260,"Action, Mystery, Sci-Fi"
2972,Fury,(2014),7.6,64.0,370719,"Action, Drama, War"
2973,The Hunger Games: Mockingjay - Part 1,(2014),6.7,64.0,368136,"Action, Adventure, Sci-Fi"
2974,Big Hero 6,(2014),7.8,74.0,354430,"Animation, Action, Adventure"
2975,The Theory of Everything,(2014),7.7,72.0,346507,"Biography, Drama, Romance"
2976,Godzilla,(2014),6.4,62.0,339876,"Action, Adventure, Sci-Fi"
2977,22 Jump Street,(2014),7.0,71.0,311098,"Action, Comedy, Crime"
2978,Boyhood,(I) (2014),7.9,100.0,310197,Drama
2979,The Fault in Our Stars,(2014),7.7,69.0,305686,"Drama, Romance"
2980,Maleficent,(2014),7.0,,296622,"Action, Adventure, Family"
2981,The Lego Movie,(2014),7.8,83.0,293078,"Animation, Action, Adventure"
2982,The Equalizer,(2014),7.2,,290190,"Action, Crime, Thriller"
2983,The Interview,(II) (2014),6.6,,280963,Comedy
2984,Transformers: Age of Extinction,(2014),5.7,,277793,"Action, Adventure, Sci-Fi"
2985,The Flash,(2014– ),7.9,,264358,"Action, Adventure, Drama"
2986,How to Train Your Dragon 2,(2014),7.8,76.0,262743,"Animation, Action, Adventure"
2987,Neighbors,(I) (2014),6.3,68.0,259479,Comedy
2988,Fargo,(2014– ),9.0,,258230,"Crime, Drama, Thriller"
2989,300: Rise of an Empire,(2014),6.2,,257122,"Action, Fantasy, War"
2990,Non-Stop,(2014),7.0,,229703,"Action, Mystery, Thriller"
2991,Noah,(2014),5.8,68.0,224387,"Action, Adventure, Drama"
2992,Predestination,(I) (2014),7.5,69.0,218559,"Drama, Mystery, Sci-Fi"
2993,RoboCop,(2014),6.2,,202398,"Action, Crime, Sci-Fi"
2994,Transcendence,(I) (2014),6.3,,200784,"Drama, Mystery, Romance"
2995,Teenage Mutant Ninja Turtles,(2014),5.8,,189729,"Action, Adventure, Comedy"
2996,Gotham,(2014– ),7.9,,185038,"Action, Crime, Drama"
2997,It Follows,(2014),6.8,83.0,174422,"Horror, Mystery"
2998,Chef,(2014),7.3,68.0,169156,"Adventure, Comedy, Drama"
2999,The 100,(2014– ),7.8,,165918,"Drama, Mystery, Sci-Fi"
3000,Star Wars: The Force Awakens,(2015),8.0,81.0,764434,"Action, Adventure, Fantasy"
3001,Mad Max: Fury Road,(2015),8.1,90.0,751916,"Action, Adventure, Sci-Fi"
3002,The Martian,(2015),8.0,80.0,650411,"Adventure, Drama, Sci-Fi"
3003,Avengers: Age of Ultron,(2015),7.4,66.0,619653,"Action, Adventure, Sci-Fi"
3004,The Revenant,(2015),8.0,76.0,590773,"Action, Adventure, Biography"
3005,Jurassic World,(2015),7.0,,523229,"Action, Adventure, Sci-Fi"
3006,Inside Out,(I) (2015),8.2,94.0,512766,"Animation, Adventure, Comedy"
3007,Ant-Man,(2015),7.3,64.0,464127,"Action, Adventure, Comedy"
3008,The Hateful Eight,(2015),7.8,68.0,414022,"Crime, Drama, Mystery"
3009,Spotlight,(I) (2015),8.1,93.0,347463,"Crime, Drama, History"
3010,Spectre,(I) (2015),6.8,,343777,"Action, Adventure, Thriller"
3011,Furious 7,(2015),7.2,67.0,328230,"Action, Crime, Thriller"
3012,Daredevil,(2015–2018),8.7,,315573,"Action, Crime, Drama"
3013,Sicario,(2015),7.6,82.0,315167,"Action, Crime, Drama"
3014,Mission: Impossible - Rogue Nation,(2015),7.4,75.0,300904,"Action, Adventure, Thriller"
3015,Room,(I) (2015),8.2,86.0,297663,"Drama, Thriller"
3016,The Big Short,(2015),7.8,81.0,294713,"Biography, Comedy, Drama"
3017,Narcos,(2015–2017),8.8,,274924,"Biography, Crime, Drama"
3018,Fifty Shades of Grey,(2015),4.1,,272036,"Drama, Romance, Thriller"
3019,Mr. Robot,(2015– ),8.6,,267636,"Crime, Drama, Thriller"
3020,Bridge of Spies,(2015),7.6,81.0,255274,"Drama, History, Thriller"
3021,The Hunger Games: Mockingjay - Part 2,(2015),6.6,65.0,241036,"Action, Adventure, Sci-Fi"
3022,Better Call Saul,(2015– ),8.7,,236411,"Crime, Drama"
3023,The Man from U.N.C.L.E.,(2015),7.3,,233789,"Action, Adventure, Comedy"
3024,Terminator Genisys,(2015),6.4,,228052,"Action, Adventure, Sci-Fi"
3025,Creed,(2015),7.6,82.0,210607,"Drama, Sport"
3026,Spy,(2015),7.0,75.0,209331,"Action, Comedy, Crime"
3027,Chappie,(2015),6.8,,209009,"Action, Crime, Drama"
3028,Southpaw,(2015),7.4,,194121,"Drama, Sport"
3029,Maze Runner: The Scorch Trials,(2015),6.3,,193956,"Action, Sci-Fi, Thriller"
3030,Insurgent,(2015),6.2,,193821,"Action, Adventure, Sci-Fi"
3031,Focus,(II) (2015),6.6,,186916,"Comedy, Crime, Drama"
3032,Minions,(2015),6.4,,186828,"Animation, Action, Adventure"
3033,San Andreas,(2015),6.1,,186172,"Action, Adventure, Drama"
3034,The Intern,(I) (2015),7.1,,185586,"Comedy, Drama"
3035,Everest,(2015),7.1,64.0,176518,"Action, Adventure, Biography"
3036,The Lobster,(2015),7.1,82.0,166503,"Comedy, Drama, Romance"
3037,Jessica Jones,(2015– ),8.1,,165792,"Action, Crime, Drama"
3038,Jupiter Ascending,(2015),5.3,,162999,"Action, Adventure, Sci-Fi"
3039,Straight Outta Compton,(2015),7.9,72.0,161230,"Biography, Drama, History"
3040,Ted 2,(2015),6.3,,159602,Comedy
3041,Tomorrowland,(2015),6.4,,158378,"Action, Adventure, Family"
3042,Black Mass,(2015),6.9,68.0,152440,"Biography, Crime, Drama"
3043,The Witch,(2015),6.8,83.0,143675,"Horror, Mystery"
3044,The Danish Girl,(2015),7.1,66.0,140257,"Biography, Drama, History"
3045,Cinderella,(I) (2015),6.9,67.0,136962,"Drama, Family, Fantasy"
3046,Fantastic Four,(2015),4.3,,136789,"Action, Adventure, Drama"
3047,Steve Jobs,(2015),7.2,82.0,134962,"Biography, Drama"
3048,The Age of Adaline,(2015),7.2,,133673,"Drama, Fantasy, Romance"
3049,Legend,(I) (2015),7.0,,133393,"Biography, Crime, Drama"
3050,Star Wars: The Force Awakens,(2015),8.0,81.0,764434,"Action, Adventure, Fantasy"
3051,Mad Max: Fury Road,(2015),8.1,90.0,751916,"Action, Adventure, Sci-Fi"
3052,The Martian,(2015),8.0,80.0,650411,"Adventure, Drama, Sci-Fi"
3053,Avengers: Age of Ultron,(2015),7.4,66.0,619653,"Action, Adventure, Sci-Fi"
3054,The Revenant,(2015),8.0,76.0,590773,"Action, Adventure, Biography"
3055,Jurassic World,(2015),7.0,,523229,"Action, Adventure, Sci-Fi"
3056,Inside Out,(I) (2015),8.2,94.0,512766,"Animation, Adventure, Comedy"
3057,Ant-Man,(2015),7.3,64.0,464127,"Action, Adventure, Comedy"
3058,The Hateful Eight,(2015),7.8,68.0,414022,"Crime, Drama, Mystery"
3059,Spotlight,(I) (2015),8.1,93.0,347463,"Crime, Drama, History"
3060,Spectre,(I) (2015),6.8,,343777,"Action, Adventure, Thriller"
3061,Furious 7,(2015),7.2,67.0,328230,"Action, Crime, Thriller"
3062,Daredevil,(2015–2018),8.7,,315573,"Action, Crime, Drama"
3063,Sicario,(2015),7.6,82.0,315167,"Action, Crime, Drama"
3064,Mission: Impossible - Rogue Nation,(2015),7.4,75.0,300904,"Action, Adventure, Thriller"
3065,Room,(I) (2015),8.2,86.0,297663,"Drama, Thriller"
3066,The Big Short,(2015),7.8,81.0,294713,"Biography, Comedy, Drama"
3067,Narcos,(2015–2017),8.8,,274924,"Biography, Crime, Drama"
3068,Fifty Shades of Grey,(2015),4.1,,272036,"Drama, Romance, Thriller"
3069,Mr. Robot,(2015– ),8.6,,267636,"Crime, Drama, Thriller"
3070,Bridge of Spies,(2015),7.6,81.0,255274,"Drama, History, Thriller"
3071,The Hunger Games: Mockingjay - Part 2,(2015),6.6,65.0,241036,"Action, Adventure, Sci-Fi"
3072,Better Call Saul,(2015– ),8.7,,236411,"Crime, Drama"
3073,The Man from U.N.C.L.E.,(2015),7.3,,233789,"Action, Adventure, Comedy"
3074,Terminator Genisys,(2015),6.4,,228052,"Action, Adventure, Sci-Fi"
3075,Creed,(2015),7.6,82.0,210607,"Drama, Sport"
3076,Spy,(2015),7.0,75.0,209331,"Action, Comedy, Crime"
3077,Chappie,(2015),6.8,,209009,"Action, Crime, Drama"
3078,Southpaw,(2015),7.4,,194121,"Drama, Sport"
3079,Maze Runner: The Scorch Trials,(2015),6.3,,193956,"Action, Sci-Fi, Thriller"
3080,Insurgent,(2015),6.2,,193821,"Action, Adventure, Sci-Fi"
3081,Focus,(II) (2015),6.6,,186916,"Comedy, Crime, Drama"
3082,Minions,(2015),6.4,,186828,"Animation, Action, Adventure"
3083,San Andreas,(2015),6.1,,186172,"Action, Adventure, Drama"
3084,The Intern,(I) (2015),7.1,,185586,"Comedy, Drama"
3085,Everest,(2015),7.1,64.0,176518,"Action, Adventure, Biography"
3086,The Lobster,(2015),7.1,82.0,166503,"Comedy, Drama, Romance"
3087,Jessica Jones,(2015– ),8.1,,165792,"Action, Crime, Drama"
3088,Jupiter Ascending,(2015),5.3,,162999,"Action, Adventure, Sci-Fi"
3089,Straight Outta Compton,(2015),7.9,72.0,161230,"Biography, Drama, History"
3090,Ted 2,(2015),6.3,,159602,Comedy
3091,Tomorrowland,(2015),6.4,,158378,"Action, Adventure, Family"
3092,Black Mass,(2015),6.9,68.0,152440,"Biography, Crime, Drama"
3093,The Witch,(2015),6.8,83.0,143675,"Horror, Mystery"
3094,The Danish Girl,(2015),7.1,66.0,140257,"Biography, Drama, History"
3095,Cinderella,(I) (2015),6.9,67.0,136962,"Drama, Family, Fantasy"
3096,Fantastic Four,(2015),4.3,,136789,"Action, Adventure, Drama"
3097,Steve Jobs,(2015),7.2,82.0,134962,"Biography, Drama"
3098,The Age of Adaline,(2015),7.2,,133673,"Drama, Fantasy, Romance"
3099,Legend,(I) (2015),7.0,,133393,"Biography, Crime, Drama"
3100,Star Wars: The Force Awakens,(2015),8.0,81.0,764434,"Action, Adventure, Fantasy"
3101,Mad Max: Fury Road,(2015),8.1,90.0,751916,"Action, Adventure, Sci-Fi"
3102,The Martian,(2015),8.0,80.0,650411,"Adventure, Drama, Sci-Fi"
3103,Avengers: Age of Ultron,(2015),7.4,66.0,619653,"Action, Adventure, Sci-Fi"
3104,The Revenant,(2015),8.0,76.0,590773,"Action, Adventure, Biography"
3105,Jurassic World,(2015),7.0,,523229,"Action, Adventure, Sci-Fi"
3106,Inside Out,(I) (2015),8.2,94.0,512766,"Animation, Adventure, Comedy"
3107,Ant-Man,(2015),7.3,64.0,464127,"Action, Adventure, Comedy"
3108,The Hateful Eight,(2015),7.8,68.0,414022,"Crime, Drama, Mystery"
3109,Spotlight,(I) (2015),8.1,93.0,347463,"Crime, Drama, History"
3110,Spectre,(I) (2015),6.8,,343777,"Action, Adventure, Thriller"
3111,Furious 7,(2015),7.2,67.0,328230,"Action, Crime, Thriller"
3112,Daredevil,(2015–2018),8.7,,315573,"Action, Crime, Drama"
3113,Sicario,(2015),7.6,82.0,315167,"Action, Crime, Drama"
3114,Mission: Impossible - Rogue Nation,(2015),7.4,75.0,300904,"Action, Adventure, Thriller"
3115,Room,(I) (2015),8.2,86.0,297663,"Drama, Thriller"
3116,The Big Short,(2015),7.8,81.0,294713,"Biography, Comedy, Drama"
3117,Narcos,(2015–2017),8.8,,274924,"Biography, Crime, Drama"
3118,Fifty Shades of Grey,(2015),4.1,,272036,"Drama, Romance, Thriller"
3119,Mr. Robot,(2015– ),8.6,,267636,"Crime, Drama, Thriller"
3120,Bridge of Spies,(2015),7.6,81.0,255274,"Drama, History, Thriller"
3121,The Hunger Games: Mockingjay - Part 2,(2015),6.6,65.0,241036,"Action, Adventure, Sci-Fi"
3122,Better Call Saul,(2015– ),8.7,,236411,"Crime, Drama"
3123,The Man from U.N.C.L.E.,(2015),7.3,,233789,"Action, Adventure, Comedy"
3124,Terminator Genisys,(2015),6.4,,228052,"Action, Adventure, Sci-Fi"
3125,Creed,(2015),7.6,82.0,210607,"Drama, Sport"
3126,Spy,(2015),7.0,75.0,209331,"Action, Comedy, Crime"
3127,Chappie,(2015),6.8,,209009,"Action, Crime, Drama"
3128,Southpaw,(2015),7.4,,194121,"Drama, Sport"
3129,Maze Runner: The Scorch Trials,(2015),6.3,,193956,"Action, Sci-Fi, Thriller"
3130,Insurgent,(2015),6.2,,193821,"Action, Adventure, Sci-Fi"
3131,Focus,(II) (2015),6.6,,186916,"Comedy, Crime, Drama"
3132,Minions,(2015),6.4,,186828,"Animation, Action, Adventure"
3133,San Andreas,(2015),6.1,,186172,"Action, Adventure, Drama"
3134,The Intern,(I) (2015),7.1,,185586,"Comedy, Drama"
3135,Everest,(2015),7.1,64.0,176518,"Action, Adventure, Biography"
3136,The Lobster,(2015),7.1,82.0,166503,"Comedy, Drama, Romance"
3137,Jessica Jones,(2015– ),8.1,,165792,"Action, Crime, Drama"
3138,Jupiter Ascending,(2015),5.3,,162999,"Action, Adventure, Sci-Fi"
3139,Straight Outta Compton,(2015),7.9,72.0,161230,"Biography, Drama, History"
3140,Ted 2,(2015),6.3,,159602,Comedy
3141,Tomorrowland,(2015),6.4,,158378,"Action, Adventure, Family"
3142,Black Mass,(2015),6.9,68.0,152440,"Biography, Crime, Drama"
3143,The Witch,(2015),6.8,83.0,143675,"Horror, Mystery"
3144,The Danish Girl,(2015),7.1,66.0,140257,"Biography, Drama, History"
3145,Cinderella,(I) (2015),6.9,67.0,136962,"Drama, Family, Fantasy"
3146,Fantastic Four,(2015),4.3,,136789,"Action, Adventure, Drama"
3147,Steve Jobs,(2015),7.2,82.0,134962,"Biography, Drama"
3148,The Age of Adaline,(2015),7.2,,133673,"Drama, Fantasy, Romance"
3149,Legend,(I) (2015),7.0,,133393,"Biography, Crime, Drama"
3150,Star Wars: The Force Awakens,(2015),8.0,81.0,764434,"Action, Adventure, Fantasy"
3151,Mad Max: Fury Road,(2015),8.1,90.0,751916,"Action, Adventure, Sci-Fi"
3152,The Martian,(2015),8.0,80.0,650411,"Adventure, Drama, Sci-Fi"
3153,Avengers: Age of Ultron,(2015),7.4,66.0,619653,"Action, Adventure, Sci-Fi"
3154,The Revenant,(2015),8.0,76.0,590773,"Action, Adventure, Biography"
3155,Jurassic World,(2015),7.0,,523229,"Action, Adventure, Sci-Fi"
3156,Inside Out,(I) (2015),8.2,94.0,512766,"Animation, Adventure, Comedy"
3157,Ant-Man,(2015),7.3,64.0,464127,"Action, Adventure, Comedy"
3158,The Hateful Eight,(2015),7.8,68.0,414022,"Crime, Drama, Mystery"
3159,Spotlight,(I) (2015),8.1,93.0,347463,"Crime, Drama, History"
3160,Spectre,(I) (2015),6.8,,343777,"Action, Adventure, Thriller"
3161,Furious 7,(2015),7.2,67.0,328230,"Action, Crime, Thriller"
3162,Daredevil,(2015–2018),8.7,,315573,"Action, Crime, Drama"
3163,Sicario,(2015),7.6,82.0,315167,"Action, Crime, Drama"
3164,Mission: Impossible - Rogue Nation,(2015),7.4,75.0,300904,"Action, Adventure, Thriller"
3165,Room,(I) (2015),8.2,86.0,297663,"Drama, Thriller"
3166,The Big Short,(2015),7.8,81.0,294713,"Biography, Comedy, Drama"
3167,Narcos,(2015–2017),8.8,,274924,"Biography, Crime, Drama"
3168,Fifty Shades of Grey,(2015),4.1,,272036,"Drama, Romance, Thriller"
3169,Mr. Robot,(2015– ),8.6,,267636,"Crime, Drama, Thriller"
3170,Bridge of Spies,(2015),7.6,81.0,255274,"Drama, History, Thriller"
3171,The Hunger Games: Mockingjay - Part 2,(2015),6.6,65.0,241036,"Action, Adventure, Sci-Fi"
3172,Better Call Saul,(2015– ),8.7,,236411,"Crime, Drama"
3173,The Man from U.N.C.L.E.,(2015),7.3,,233789,"Action, Adventure, Comedy"
3174,Terminator Genisys,(2015),6.4,,228052,"Action, Adventure, Sci-Fi"
3175,Creed,(2015),7.6,82.0,210607,"Drama, Sport"
3176,Spy,(2015),7.0,75.0,209331,"Action, Comedy, Crime"
3177,Chappie,(2015),6.8,,209009,"Action, Crime, Drama"
3178,Southpaw,(2015),7.4,,194121,"Drama, Sport"
3179,Maze Runner: The Scorch Trials,(2015),6.3,,193956,"Action, Sci-Fi, Thriller"
3180,Insurgent,(2015),6.2,,193821,"Action, Adventure, Sci-Fi"
3181,Focus,(II) (2015),6.6,,186916,"Comedy, Crime, Drama"
3182,Minions,(2015),6.4,,186828,"Animation, Action, Adventure"
3183,San Andreas,(2015),6.1,,186172,"Action, Adventure, Drama"
3184,The Intern,(I) (2015),7.1,,185586,"Comedy, Drama"
3185,Everest,(2015),7.1,64.0,176518,"Action, Adventure, Biography"
3186,The Lobster,(2015),7.1,82.0,166503,"Comedy, Drama, Romance"
3187,Jessica Jones,(2015– ),8.1,,165792,"Action, Crime, Drama"
3188,Jupiter Ascending,(2015),5.3,,162999,"Action, Adventure, Sci-Fi"
3189,Straight Outta Compton,(2015),7.9,72.0,161230,"Biography, Drama, History"
3190,Ted 2,(2015),6.3,,159602,Comedy
3191,Tomorrowland,(2015),6.4,,158378,"Action, Adventure, Family"
3192,Black Mass,(2015),6.9,68.0,152440,"Biography, Crime, Drama"
3193,The Witch,(2015),6.8,83.0,143675,"Horror, Mystery"
3194,The Danish Girl,(2015),7.1,66.0,140257,"Biography, Drama, History"
3195,Cinderella,(I) (2015),6.9,67.0,136962,"Drama, Family, Fantasy"
3196,Fantastic Four,(2015),4.3,,136789,"Action, Adventure, Drama"
3197,Steve Jobs,(2015),7.2,82.0,134962,"Biography, Drama"
3198,The Age of Adaline,(2015),7.2,,133673,"Drama, Fantasy, Romance"
3199,Legend,(I) (2015),7.0,,133393,"Biography, Crime, Drama"
3200,Deadpool,(2016),8.0,65.0,784369,"Action, Adventure, Comedy"
3201,Batman v Superman: Dawn of Justice,(2016),6.5,,556936,"Action, Adventure, Fantasy"
3202,Stranger Things,(2016– ),8.9,,542414,"Drama, Fantasy, Horror"
3203,Captain America: Civil War,(2016),7.8,75.0,539016,"Action, Adventure, Sci-Fi"
3204,Suicide Squad,(2016),6.1,,508461,"Action, Adventure, Fantasy"
3205,Arrival,(II) (2016),7.9,81.0,486116,"Drama, Mystery, Sci-Fi"
3206,Doctor Strange,(2016),7.5,72.0,468141,"Action, Adventure, Fantasy"
3207,Rogue One: A Star Wars Story,(2016),7.8,65.0,455003,"Action, Adventure, Sci-Fi"
3208,La La Land,(I) (2016),8.0,93.0,410239,"Comedy, Drama, Music"
3209,Zootopia,(2016),8.0,78.0,364616,"Animation, Adventure, Comedy"
3210,Hacksaw Ridge,(2016),8.1,71.0,346764,"Biography, Drama, History"
3211,Fantastic Beasts and Where to Find Them,(2016),7.3,66.0,342638,"Adventure, Family, Fantasy"
3212,X-Men: Apocalypse,(2016),7.0,,338188,"Action, Adventure, Sci-Fi"
3213,Westworld,(2016– ),8.8,,319573,"Drama, Mystery, Sci-Fi"
3214,Split,(IX) (2016),7.3,62.0,302373,"Horror, Thriller"
3215,Passengers,(I) (2016),7.0,,295703,"Drama, Romance, Sci-Fi"
3216,10 Cloverfield Lane,(2016),7.2,76.0,251429,"Drama, Horror, Mystery"
3217,The Jungle Book,(2016),7.4,77.0,234876,"Adventure, Drama, Family"
3218,The Nice Guys,(2016),7.4,70.0,228954,"Action, Comedy, Crime"
3219,The Accountant,(2016),7.3,,223838,"Action, Crime, Drama"
3220,Warcraft: The Beginning,(2016),6.9,,219784,"Action, Adventure, Fantasy"
3221,Moonlight,(I) (2016),7.4,99.0,212377,Drama
3222,Moana,(I) (2016),7.6,81.0,210990,"Animation, Adventure, Comedy"
3223,Now You See Me 2,(2016),6.5,,204465,"Action, Adventure, Comedy"
3224,Finding Dory,(2016),7.3,77.0,204420,"Animation, Adventure, Comedy"
3225,Star Trek: Beyond,(2016),7.1,68.0,203588,"Action, Adventure, Sci-Fi"
3226,Manchester by the Sea,(2016),7.8,96.0,203125,Drama
3227,Nocturnal Animals,(2016),7.5,67.0,194112,"Crime, Drama, Romance"
3228,Sully,(2016),7.5,74.0,191554,"Biography, Drama"
3229,Jason Bourne,(2016),6.6,,184489,"Action, Thriller"
3230,The Conjuring 2,(2016),7.4,65.0,183882,"Horror, Mystery, Thriller"
3231,Ghostbusters,(2016),5.3,,180049,"Action, Comedy, Fantasy"
3232,Don't Breathe,(2016),7.1,71.0,176877,"Crime, Horror, Thriller"
3233,Lion,(2016),8.1,69.0,171087,"Biography, Drama"
3234,Hell or High Water,(II) (2016),7.6,88.0,165542,"Action, Crime, Drama"
3235,The Promise,(II) (2016),6.1,,163194,"Drama, History"
3236,The Magnificent Seven,(2016),6.9,,162242,"Action, Adventure, Western"
3237,Hidden Figures,(2016),7.8,74.0,161459,"Biography, Drama, History"
3238,Me Before You,(2016),7.4,,160883,"Drama, Romance"
3239,Assassin's Creed,(2016),5.8,,160579,"Action, Adventure, Fantasy"
3240, Game of Thrones,(2011– ),9.9,,157626,"Action, Adventure, Drama"
3241,The Secret Life of Pets,(2016),6.5,61.0,154726,"Animation, Adventure, Comedy"
